HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:33498	AKR1B1P6	
HGNC:33497	AKR1B1P7	
HGNC:33496	AKR1B1P8	
HGNC:382	AKR1B10	O60218
HGNC:45062	AKR1B10P1	
HGNC:45063	AKR1B10P2	
HGNC:37281	AKR1B15	C9JRZ8
HGNC:384	AKR1C1	Q04828
HGNC:385	AKR1C2	P52895
HGNC:386	AKR1C3	P42330
HGNC:387	AKR1C4	P17516
HGNC:44679	AKR1C5P	
HGNC:44680	AKR1C6P	
HGNC:44681	AKR1C7P	
HGNC:23469	AKR1C8P	Q5T2L2
HGNC:388	AKR1D1	P51857
HGNC:11288	AKR1D1P1	
HGNC:23437	AKR1E2	Q96JD6
HGNC:389	AKR7A2	O43488
HGNC:24062	AKR7A2P1	
HGNC:390	AKR7A3	O95154
HGNC:24056	AKR7L	Q8NHP1
HGNC:391	AKT1	P31749
HGNC:28426	AKT1S1	Q96B36
HGNC:392	AKT2	P31751
HGNC:393	AKT3	Q9Y243
HGNC:41304	AKT3-IT1	
HGNC:16710	AKTIP	Q9H8T0
HGNC:395	ALAD	P13716
HGNC:396	ALAS1	P13196
HGNC:397	ALAS2	P22557
HGNC:399	ALB	P02768
HGNC:400	ALCAM	Q13740
HGNC:402	ALDH1A1	P00352
HGNC:15472	ALDH1A2	O94788
HGNC:409	ALDH1A3	P47895
HGNC:407	ALDH1B1	P30837
HGNC:3978	ALDH1L1	O75891
HGNC:40244	ALDH1L1-AS1	
HGNC:42446	ALDH1L1-AS2	
HGNC:26777	ALDH1L2	Q3SY69
HGNC:404	ALDH2	P05091
HGNC:405	ALDH3A1	P30838
HGNC:403	ALDH3A2	P51648
HGNC:410	ALDH3B1	P43353
HGNC:411	ALDH3B2	P48448
HGNC:406	ALDH4A1	P30038
HGNC:408	ALDH5A1	P51649
HGNC:7179	ALDH6A1	Q02252
HGNC:877	ALDH7A1	P49419
HGNC:878	ALDH7A1P1	
HGNC:879	ALDH7A1P2	
HGNC:880	ALDH7A1P3	
HGNC:881	ALDH7A1P4	
HGNC:15471	ALDH8A1	Q9H2A2
HGNC:412	ALDH9A1	P49189
HGNC:28114	ALDH16A1	Q8IZ83
HGNC:9722	ALDH18A1	P54886
HGNC:414	ALDOA	P04075
HGNC:415	ALDOAP1	
HGNC:416	ALDOAP2	
HGNC:417	ALDOB	P05062
HGNC:418	ALDOC	P09972
HGNC:18294	ALG1	Q9BT22
HGNC:33721	ALG1L	Q6GMV1
HGNC:37258	ALG1L2	C9J202
HGNC:44372	ALG1L3P	
HGNC:44374	ALG1L5P	
HGNC:44375	ALG1L6P	
HGNC:44376	ALG1L7P	
HGNC:44377	ALG1L8P	
HGNC:44378	ALG1L9P	
HGNC:44379	ALG1L10P	
HGNC:44380	ALG1L11P	
HGNC:44381	ALG1L12P	
HGNC:44382	ALG1L13P	
HGNC:44383	ALG1L14P	
HGNC:44384	ALG1L15P	
HGNC:23159	ALG2	Q9H553
HGNC:23056	ALG3	Q92685
HGNC:45159	ALG3P1	
HGNC:20266	ALG5	Q9Y673
HGNC:23157	ALG6	Q9Y672
HGNC:23161	ALG8	Q9BVK2
HGNC:15672	ALG9	Q9H6U8
HGNC:41409	ALG9-IT1	
HGNC:23162	ALG10	Q5BKT4
HGNC:31088	ALG10B	Q5I7T1
HGNC:32456	ALG11	Q2TAA5
HGNC:19358	ALG12	Q9BV10
HGNC:30881	ALG13	Q9NP73
HGNC:41277	ALG13-AS1	
HGNC:28287	ALG14	Q96F25
HGNC:427	ALK	Q9UM73
HGNC:17911	ALKBH1	Q13686
HGNC:32487	ALKBH2	Q6NS38
HGNC:30141	ALKBH3	Q96Q83
HGNC:48670	ALKBH3-AS1	
HGNC:21900	ALKBH4	Q9NXW9
HGNC:25996	ALKBH5	Q6P6C2
HGNC:28243	ALKBH6	Q3KRA9
HGNC:21306	ALKBH7	Q9BT30
HGNC:25189	ALKBH8	Q96BT7
HGNC:17377	ALLC	Q8N6M5
HGNC:428	ALMS1	Q8TCU4
HGNC:41305	ALMS1-IT1	
HGNC:29586	ALMS1P1	Q96L16
HGNC:435	ALOX5	P09917
HGNC:436	ALOX5AP	P20292
HGNC:429	ALOX12	P18054
HGNC:51342	ALOX12-AS1	
HGNC:430	ALOX12B	O75342
HGNC:431	ALOX12P1	
HGNC:432	ALOX12P2	
HGNC:433	ALOX15	P16050
HGNC:434	ALOX15B	O15296
HGNC:13742	ALOX15P1	
HGNC:39027	ALOX15P2	
HGNC:13743	ALOXE3	Q9BYJ1
HGNC:44238	ALOXE3P1	
HGNC:437	ALPI	P09923
HGNC:20917	ALPK1	Q96QP1
HGNC:20565	ALPK2	Q86TB3
HGNC:17574	ALPK3	Q96L96
HGNC:438	ALPL	P05186
HGNC:439	ALPP	P05187
HGNC:441	ALPPL2	P10696
HGNC:14016	ALPPP	
HGNC:443	ALS2	Q96Q42
HGNC:20605	ALS2CL	Q60I27
HGNC:14438	ALS2CR11	Q53TS8
HGNC:14439	ALS2CR12	Q96Q35
HGNC:444	ALS3	
HGNC:446	ALS5	
HGNC:34539	ALS7	
HGNC:1494	ALX1	Q15699
HGNC:449	ALX3	O95076
HGNC:450	ALX4	Q9H161
HGNC:19071	ALYREF	Q86V81
HGNC:451	AMACR	Q9UHK6
HGNC:452	AMBN	Q9NP70
HGNC:453	AMBP	P02760
HGNC:25990	AMBRA1	Q9C0C7
HGNC:456	AMCN	
HGNC:457	AMD1	P17707
HGNC:44898	AMD1P1	
HGNC:460	AMD1P2	
HGNC:51608	AMD1P3	
HGNC:51609	AMD1P4	
HGNC:28577	AMDHD1	Q96NU7
HGNC:24262	AMDHD2	Q9Y303
HGNC:461	AMELX	Q99217
HGNC:462	AMELY	Q99218
HGNC:26837	AMER1	Q5JTC6
HGNC:26360	AMER2	Q8N7J2
HGNC:26771	AMER3	Q8N944
HGNC:463	AMFR	Q9UKV5
HGNC:464	AMH	P03971
HGNC:465	AMHR2	Q16671
HGNC:20824	AMIGO1	Q86WK6
HGNC:24073	AMIGO2	Q86SJ2
HGNC:24075	AMIGO3	Q86WK7
HGNC:466	AMLCR2	
HGNC:467	AMMECR1	Q9Y4X0
HGNC:41306	AMMECR1-IT1	
HGNC:28658	AMMECR1L	Q6DCA0
HGNC:39809	AMMECR1LP1	
HGNC:14604	AMN	Q9BXJ7
HGNC:27281	AMN1	Q8IY45
HGNC:17810	AMOT	Q4VCS5
HGNC:17811	AMOTL1	Q8IY63
HGNC:17812	AMOTL2	Q9Y2J4
HGNC:468	AMPD1	P23109
HGNC:469	AMPD2	Q01433
HGNC:470	AMPD3	Q01432
HGNC:471	AMPH	P49418
HGNC:473	AMT	P48728
HGNC:33188	AMTN	Q6UX39
HGNC:474	AMY1A	P04745
HGNC:475	AMY1B	P04745
HGNC:476	AMY1C	P04745
HGNC:477	AMY2A	P04746
HGNC:478	AMY2B	P19961
HGNC:479	AMYP1	
HGNC:22231	AMZ1	Q400G9
HGNC:28041	AMZ2	Q86W34
HGNC:26491	AMZ2P1	
HGNC:38072	AMZ2P2	
HGNC:19988	ANAPC1	Q9H1A4
HGNC:44150	ANAPC1P1	
HGNC:19989	ANAPC2	Q9UJX6
HGNC:19990	ANAPC4	Q9UJX5
HGNC:15713	ANAPC5	Q9UJX4
HGNC:17380	ANAPC7	Q9UJX3
HGNC:24077	ANAPC10	Q9UM13
HGNC:33976	ANAPC10P1	
HGNC:14452	ANAPC11	Q9NYG5
HGNC:24540	ANAPC13	Q9BS18
HGNC:24531	ANAPC15	P60006
HGNC:26976	ANAPC16	Q96DE5
HGNC:482	ANCR	
HGNC:483	ANG	P03950
HGNC:19961	ANGEL1	Q9UNK9
HGNC:30534	ANGEL2	Q5VTE6
HGNC:484	ANGPT1	Q15389
HGNC:485	ANGPT2	O15123
HGNC:487	ANGPT4	Q9Y264
HGNC:489	ANGPTL1	O95841
HGNC:490	ANGPTL2	Q9UKU9
HGNC:491	ANGPTL3	Q9Y5C1
HGNC:16039	ANGPTL4	Q9BY76
HGNC:19705	ANGPTL5	Q86XS5
HGNC:23140	ANGPTL6	Q8NI99
HGNC:24078	ANGPTL7	O43827
HGNC:24933	ANGPTL8	Q6UXH0
HGNC:40024	ANHX	E9PGG2
HGNC:17627	ANIB1	
HGNC:31941	ANIB2	
HGNC:31942	ANIB3	
HGNC:31943	ANIB4	
HGNC:492	ANK1	P16157
HGNC:493	ANK2	Q01484
HGNC:494	ANK3	Q12955
HGNC:26350	ANKAR	Q7Z5J8
HGNC:28002	ANKDD1A	Q495B1
HGNC:32525	ANKDD1B	A6NHY2
HGNC:15803	ANKEF1	Q9NU02
HGNC:26766	ANKFN1	Q8N957
HGNC:20763	ANKFY1	Q9P2R3
HGNC:15492	ANKH	Q9HCJ1
HGNC:24714	ANKHD1	Q8IWZ3
HGNC:33530	ANKHD1-EIF4EBP3	
HGNC:22215	ANKIB1	Q9P2G1
HGNC:21027	ANKK1	Q8NFD2
HGNC:26812	ANKLE1	Q8NAG6
HGNC:29101	ANKLE2	Q86XL3
HGNC:20987	ANKMY1	Q9P2S6
HGNC:25370	ANKMY2	Q8IV38
HGNC:13208	ANKRA2	Q9H9E1
HGNC:15819	ANKRD1	Q15327
HGNC:495	ANKRD2	Q9GZV1
HGNC:17280	ANKRD6	Q9Y2G4
HGNC:18588	ANKRD7	Q92527
HGNC:20096	ANKRD9	Q96BM1
HGNC:20265	ANKRD10	Q9NXR5
HGNC:39891	ANKRD10-IT1	
HGNC:21316	ANKRD11	Q6UB99
HGNC:29135	ANKRD12	Q6UB98
HGNC:21268	ANKRD13A	Q8IZ07
HGNC:26363	ANKRD13B	Q86YJ7
HGNC:25374	ANKRD13C	Q8N6S4
HGNC:27880	ANKRD13D	Q6ZTN6
HGNC:23471	ANKRD16	Q6P6B7
HGNC:23575	ANKRD17	O75179
HGNC:23643	ANKRD18A	Q8IVF6
HGNC:23644	ANKRD18B	A2A2Z9
HGNC:43601	ANKRD18CP	
HGNC:28016	ANKRD18DP	
HGNC:43609	ANKRD18EP	
HGNC:22567	ANKRD19P	Q9H560
HGNC:23665	ANKRD20A1	Q5TYW2
HGNC:31979	ANKRD20A2	Q5SQ80
HGNC:31981	ANKRD20A3	Q5VUR7
HGNC:31982	ANKRD20A4	Q4UJ75
HGNC:33833	ANKRD20A5P	A0PJZ0
HGNC:37714	ANKRD20A6P	
HGNC:31980	ANKRD20A7P	
HGNC:23666	ANKRD20A8P	Q5CZ79
HGNC:42023	ANKRD20A9P	
HGNC:39707	ANKRD20A10P	
HGNC:42024	ANKRD20A11P	
HGNC:43603	ANKRD20A12P	Q8NF67
HGNC:43604	ANKRD20A13P	
HGNC:43605	ANKRD20A14P	
HGNC:43606	ANKRD20A15P	
HGNC:43607	ANKRD20A16P	
HGNC:43608	ANKRD20A17P	
HGNC:23756	ANKRD20A18P	
HGNC:42737	ANKRD20A19P	
HGNC:32319	ANKRD20A20P	
HGNC:28321	ANKRD22	Q5VYY1
HGNC:24470	ANKRD23	Q86SG2
HGNC:29424	ANKRD24	Q8TF21
HGNC:29186	ANKRD26	Q9UPS8
HGNC:32955	ANKRD26P1	Q6NSI1
HGNC:39687	ANKRD26P2	
HGNC:39689	ANKRD26P3	
HGNC:39690	ANKRD26P4	
HGNC:25310	ANKRD27	Q96NW4
HGNC:29024	ANKRD28	O15084
HGNC:27110	ANKRD29	Q8N6D5
HGNC:17234	ANKRD30A	Q9BXX3
HGNC:24165	ANKRD30B	Q9BXX2
HGNC:35167	ANKRD30BL	A7E2S9
HGNC:19722	ANKRD30BP1	
HGNC:16620	ANKRD30BP2	
HGNC:27873	ANKRD30BP3	
HGNC:26853	ANKRD31	Q8N7Z5
HGNC:13788	ANKRD33	Q7Z3H0
HGNC:35240	ANKRD33B	A6NCL7
HGNC:41298	ANKRD33B-AS1	
HGNC:27639	ANKRD34A	Q69YU3
HGNC:33736	ANKRD34B	A5PLL1
HGNC:33888	ANKRD34C	P0C6C1
HGNC:48618	ANKRD34C-AS1	
HGNC:26323	ANKRD35	Q8N283
HGNC:24079	ANKRD36	A6QL64
HGNC:29333	ANKRD36B	Q8N2N9
HGNC:28169	ANKRD36BP1	Q96IX9
HGNC:33607	ANKRD36BP2	
HGNC:32946	ANKRD36C	Q5JPF3
HGNC:37759	ANKRD36P1	
HGNC:29593	ANKRD37	Q7Z713
HGNC:28640	ANKRD39	Q53RE8
HGNC:28233	ANKRD40	Q6AI12
HGNC:26752	ANKRD42	Q8N9B4
HGNC:25259	ANKRD44	Q8N8A2
HGNC:41477	ANKRD44-IT1	
HGNC:24786	ANKRD45	Q5TZF3
HGNC:27229	ANKRD46	Q86W74
HGNC:25970	ANKRD49	Q8WVL7
HGNC:29223	ANKRD50	Q9ULJ7
HGNC:26614	ANKRD52	Q8NB46
HGNC:25691	ANKRD53	Q8N9V6
HGNC:25185	ANKRD54	Q6NXT1
HGNC:39214	ANKRD54P1	
HGNC:25681	ANKRD55	Q3KP44
HGNC:37984	ANKRD57P1	
HGNC:16217	ANKRD60	Q9BZ19
HGNC:22467	ANKRD61	A6NGH8
HGNC:35241	ANKRD62	A6NC57
HGNC:42363	ANKRD62P1	
HGNC:42393	ANKRD62P1-PARP4P3	
HGNC:40027	ANKRD63	C9JTQ0
HGNC:42950	ANKRD65	E5RJM6
HGNC:44669	ANKRD66	B4E2M5
HGNC:20961	ANKS1A	Q92625
HGNC:24600	ANKS1B	Q7Z6G8
HGNC:29422	ANKS3	Q6ZW76
HGNC:26795	ANKS4B	Q8N8V4
HGNC:26724	ANKS6	Q68DC2
HGNC:29642	ANKUB1	A6NFN9
HGNC:25527	ANKZF1	Q9H8Y5
HGNC:14082	ANLN	Q9NQW6
HGNC:21625	ANO1	Q5XXA6
HGNC:40016	ANO1-AS1	
HGNC:33275	ANO1-AS2	
HGNC:1183	ANO2	Q9NQ90
HGNC:14004	ANO3	Q9BYT9
HGNC:23837	ANO4	Q32M45
HGNC:27337	ANO5	Q75V66
HGNC:25240	ANO6	Q4KMQ2
HGNC:31677	ANO7	Q6IWH7
HGNC:32248	ANO7P1	
HGNC:29329	ANO8	Q9HCE9
HGNC:20679	ANO9	A1A5B4
HGNC:25519	ANO10	Q9NW15
HGNC:498	ANOP1	
HGNC:6211	ANOS1	P23352
HGNC:6214	ANOS2P	
HGNC:13233	ANP32A	P39687
HGNC:25672	ANP32A-IT1	
HGNC:42949	ANP32AP1	
HGNC:16677	ANP32B	Q92688
HGNC:24267	ANP32BP1	
HGNC:38552	ANP32BP2	
HGNC:44089	ANP32BP3	
HGNC:16675	ANP32C	O43423
HGNC:16676	ANP32D	O95626
HGNC:16673	ANP32E	Q9BTT0
HGNC:500	ANPEP	P15144
HGNC:21014	ANTXR1	Q9H6X2
HGNC:21732	ANTXR2	P58335
HGNC:27277	ANTXRL	A6NF34
HGNC:45004	ANTXRLP1	
HGNC:533	ANXA1	P04083
HGNC:537	ANXA2	P07355
HGNC:538	ANXA2P1	
HGNC:539	ANXA2P2	A6NMY6
HGNC:540	ANXA2P3	
HGNC:33463	ANXA2R	Q3ZCQ2
HGNC:541	ANXA3	P12429
HGNC:542	ANXA4	P09525
HGNC:543	ANXA5	P08758
HGNC:544	ANXA6	P08133
HGNC:545	ANXA7	P20073
HGNC:546	ANXA8	P13928
HGNC:23334	ANXA8L1	Q5VT79
HGNC:547	ANXA9	O76027
HGNC:534	ANXA10	Q9UJ72
HGNC:535	ANXA11	P50995
HGNC:536	ANXA13	P27216
HGNC:548	AOAH	P28039
HGNC:41307	AOAH-IT1	
HGNC:80	AOC1	P19801
HGNC:549	AOC2	O75106
HGNC:550	AOC3	Q16853
HGNC:48869	AOC4P	
HGNC:553	AOX1	Q06278
HGNC:18450	AOX2P	
HGNC:19049	AOX3P	
HGNC:28808	AP1AR	Q63HQ0
HGNC:554	AP1B1	Q10567
HGNC:297	AP1B1P1	
HGNC:298	AP1B1P2	
HGNC:555	AP1G1	O43747
HGNC:556	AP1G2	O75843
HGNC:13667	AP1M1	Q9BXS5
HGNC:558	AP1M2	Q9Y6Q5
HGNC:559	AP1S1	P61966
HGNC:560	AP1S2	P56377
HGNC:50752	AP1S2P1	
HGNC:18971	AP1S3	Q96PC3
HGNC:561	AP2A1	O95782
HGNC:562	AP2A2	O94973
HGNC:563	AP2B1	P63010
HGNC:564	AP2M1	Q96CW1
HGNC:565	AP2S1	P53680
HGNC:566	AP3B1	O00203
HGNC:567	AP3B2	Q13367
HGNC:568	AP3D1	O14617
HGNC:569	AP3M1	Q9Y2T2
HGNC:570	AP3M2	P53677
HGNC:2013	AP3S1	Q92572
HGNC:571	AP3S2	P59780
HGNC:572	AP4B1	Q9Y6B7
HGNC:44114	AP4B1-AS1	
HGNC:573	AP4E1	Q9UPM8
HGNC:574	AP4M1	O00189
HGNC:575	AP4S1	Q9Y587
HGNC:25104	AP5B1	Q2VPB7
HGNC:20192	AP5M1	Q9H0R1
HGNC:15875	AP5S1	Q9NUS5
HGNC:22197	AP5Z1	O43299
HGNC:576	APAF1	O14727
HGNC:578	APBA1	Q02410
HGNC:579	APBA2	Q99767
HGNC:580	APBA3	O96018
HGNC:581	APBB1	O00213
HGNC:17379	APBB1IP	Q7Z5R6
HGNC:582	APBB2	Q92870
HGNC:20708	APBB3	O95704
HGNC:583	APC	P25054
HGNC:24036	APC2	O95996
HGNC:15718	APCDD1	Q8J025
HGNC:26892	APCDD1L	Q8NCL9
HGNC:27152	APCDD1L-AS1	
HGNC:584	APCS	P02743
HGNC:586	APEH	P13798
HGNC:48925	APELA	P0DMC3
HGNC:587	APEX1	P27695
HGNC:17889	APEX2	Q9UBZ4
HGNC:29509	APH1A	Q96BI3
HGNC:24080	APH1B	Q8WW43
HGNC:594	API5	Q9BZZ5
HGNC:595	API5P1	
HGNC:39070	API5P2	
HGNC:17581	APIP	Q96GX9
HGNC:23163	APITD1	Q8N2Z9
HGNC:38843	APITD1-CORT	
HGNC:28724	APLF	Q8IW19
HGNC:16665	APLN	Q9ULZ1
HGNC:339	APLNR	P35414
HGNC:597	APLP1	P51693
HGNC:598	APLP2	Q06481
HGNC:13238	APMAP	Q9HDC9
HGNC:600	APOA1	P02647
HGNC:40079	APOA1-AS	
HGNC:18453	APOA1BP	Q8NCW5
HGNC:601	APOA2	P02652
HGNC:602	APOA4	P06727
HGNC:17288	APOA5	Q6Q788
HGNC:603	APOB	P04114
HGNC:604	APOBEC1	P41238
HGNC:605	APOBEC2	Q9Y235
HGNC:17343	APOBEC3A	P31941
HGNC:43835	APOBEC3AP1	
HGNC:44196	APOBEC3A_B	
HGNC:17352	APOBEC3B	Q9UH17
HGNC:43836	APOBEC3B-AS1	
HGNC:17353	APOBEC3C	Q9NRW3
HGNC:17354	APOBEC3D	Q96AK3
HGNC:17356	APOBEC3F	Q8IUX4
HGNC:17357	APOBEC3G	Q9HC16
HGNC:24100	APOBEC3H	Q6NTF7
HGNC:32152	APOBEC4	Q8WW27
HGNC:24087	APOBR	Q0VD83
HGNC:607	APOC1	P02654
HGNC:608	APOC1P1	
HGNC:609	APOC2	P02655
HGNC:610	APOC3	P02656
HGNC:611	APOC4	P55056
HGNC:44426	APOC4-APOC2	
HGNC:612	APOD	P05090
HGNC:613	APOE	P02649
HGNC:615	APOF	Q13790
HGNC:616	APOH	P02749
HGNC:618	APOL1	O14791
HGNC:619	APOL2	Q9BQE5
HGNC:14868	APOL3	O95236
HGNC:14867	APOL4	Q9BPW4
HGNC:14869	APOL5	Q9BWW9
HGNC:14870	APOL6	Q9BWW8
HGNC:25268	APOLD1	Q96LR9
HGNC:13916	APOM	O95445
HGNC:28727	APOO	Q9BUR5
HGNC:24009	APOOL	Q6UXV4
HGNC:48739	APOOP1	
HGNC:48740	APOOP2	
HGNC:48741	APOOP3	
HGNC:48742	APOOP4	
HGNC:48743	APOOP5	
HGNC:20492	APOPT1	Q96IL0
HGNC:620	APP	P05067
HGNC:622	APPBP2	Q92624
HGNC:24035	APPL1	Q9UKG1
HGNC:18242	APPL2	Q8NEU8
HGNC:626	APRT	P07741
HGNC:44173	APTR	
HGNC:15984	APTX	Q7Z2E3
HGNC:633	AQP1	P29972
HGNC:634	AQP2	P41181
HGNC:636	AQP3	Q92482
HGNC:637	AQP4	P55087
HGNC:26399	AQP4-AS1	
HGNC:638	AQP5	P55064
HGNC:639	AQP6	Q13520
HGNC:640	AQP7	O14520
HGNC:32048	AQP7P1	
HGNC:32049	AQP7P2	
HGNC:31976	AQP7P3	A6NL99
HGNC:32056	AQP7P4	
HGNC:51836	AQP7P5	
HGNC:642	AQP8	O94778
HGNC:643	AQP9	O43315
HGNC:16029	AQP10	Q96PS8
HGNC:19940	AQP11	Q8NBQ7
HGNC:19941	AQP12A	Q8IXF9
HGNC:6096	AQP12B	A6NM10
HGNC:29513	AQR	O60306
HGNC:644	AR	P10275
HGNC:646	ARAF	P10398
HGNC:50824	ARAFP1	
HGNC:647	ARAFP2	
HGNC:35474	ARAFP3	
HGNC:16925	ARAP1	Q96P48
HGNC:39993	ARAP1-AS1	
HGNC:39994	ARAP1-AS2	
HGNC:16924	ARAP2	Q8WZ64
HGNC:24097	ARAP3	Q8WWN8
HGNC:648	ARC	Q7LC44
HGNC:649	ARCN1	P48444
HGNC:651	AREG	P15514
HGNC:20363	AREL1	O15033
HGNC:652	ARF1	P84077
HGNC:22500	ARF1P1	
HGNC:39883	ARF1P2	
HGNC:39884	ARF1P3	
HGNC:654	ARF3	P61204
HGNC:655	ARF4	P18085
HGNC:51593	ARF4-AS1	
HGNC:657	ARF4P1	
HGNC:16599	ARF4P2	
HGNC:32380	ARF4P3	
HGNC:37628	ARF4P4	
HGNC:37629	ARF4P5	
HGNC:658	ARF5	P84085
HGNC:659	ARF6	P62330
HGNC:15852	ARFGAP1	Q8N6T3
HGNC:13504	ARFGAP2	Q8N6H7
HGNC:661	ARFGAP3	Q9NP61
HGNC:15772	ARFGEF1	Q9Y6D6
HGNC:15853	ARFGEF2	Q9Y6D5
HGNC:21213	ARFGEF3	Q5TH69
HGNC:21496	ARFIP1	P53367
HGNC:17160	ARFIP2	P53365
HGNC:662	ARFRP1	Q13795
HGNC:663	ARG1	P05089
HGNC:664	ARG2	P78540
HGNC:30146	ARGFX	A6NJG6
HGNC:17252	ARGFXP1	
HGNC:23977	ARGFXP2	
HGNC:25482	ARGLU1	Q9NWB6
HGNC:673	ARHGAP1	Q07960
HGNC:674	ARHGAP4	P98171
HGNC:675	ARHGAP5	Q13017
HGNC:20279	ARHGAP5-AS1	Q96IT6
HGNC:676	ARHGAP6	O43182
HGNC:677	ARHGAP8	P85298
HGNC:14130	ARHGAP9	Q9BRR9
HGNC:26099	ARHGAP10	A1A4S6
HGNC:15783	ARHGAP11A	Q6P4F7
HGNC:15782	ARHGAP11B	Q3KRB8
HGNC:16348	ARHGAP12	Q8IWW6
HGNC:21030	ARHGAP15	Q53QZ3
HGNC:19921	ARHGAP16P	
HGNC:18239	ARHGAP17	Q68EM7
HGNC:21035	ARHGAP18	Q8N392
HGNC:23724	ARHGAP19	Q14CB8
HGNC:48348	ARHGAP19-SLIT1	
HGNC:18357	ARHGAP20	Q9P2F6
HGNC:23725	ARHGAP21	Q5T5U3
HGNC:30320	ARHGAP22	Q7Z5H3
HGNC:42944	ARHGAP22-IT1	
HGNC:29293	ARHGAP23	Q9P227
HGNC:45039	ARHGAP23P1	
HGNC:25361	ARHGAP24	Q8N264
HGNC:28951	ARHGAP25	P42331
HGNC:17073	ARHGAP26	Q9UNA1
HGNC:40792	ARHGAP26-AS1	
HGNC:41429	ARHGAP26-IT1	
HGNC:31813	ARHGAP27	Q6ZUM4
HGNC:25509	ARHGAP28	Q9P2N2
HGNC:30207	ARHGAP29	Q52LW3
HGNC:27414	ARHGAP30	Q7Z6I6
HGNC:29216	ARHGAP31	Q2M1Z3
HGNC:41235	ARHGAP31-AS1	
HGNC:17399	ARHGAP32	A7KAX9
HGNC:23085	ARHGAP33	O14559
HGNC:4591	ARHGAP35	Q9NRY4
HGNC:26388	ARHGAP36	Q6ZRI8
HGNC:29351	ARHGAP39	Q9C0H5
HGNC:16226	ARHGAP40	Q5TG30
HGNC:26545	ARHGAP42	A6NI28
HGNC:43940	ARHGAP42P1	
HGNC:43939	ARHGAP42P2	
HGNC:19327	ARHGAP42P3	
HGNC:43941	ARHGAP42P4	
HGNC:43942	ARHGAP42P5	
HGNC:29096	ARHGAP44	Q17R89
HGNC:678	ARHGDIA	P52565
HGNC:679	ARHGDIB	P52566
HGNC:680	ARHGDIG	Q99819
HGNC:681	ARHGEF1	Q92888
HGNC:682	ARHGEF2	Q92974
HGNC:683	ARHGEF3	Q9NR81
HGNC:40083	ARHGEF3-AS1	
HGNC:684	ARHGEF4	Q9NR80
HGNC:13209	ARHGEF5	Q12774
HGNC:685	ARHGEF6	Q15052
HGNC:15607	ARHGEF7	Q14155
HGNC:39816	ARHGEF7-AS1	
HGNC:40717	ARHGEF7-AS2	
HGNC:41408	ARHGEF7-IT1	
HGNC:14561	ARHGEF9	O43307
HGNC:41401	ARHGEF9-IT1	
HGNC:14103	ARHGEF10	O15013
HGNC:25540	ARHGEF10L	Q9HCE6
HGNC:14580	ARHGEF11	O15085
HGNC:14193	ARHGEF12	Q9NZN5
HGNC:15590	ARHGEF15	O94989
HGNC:15515	ARHGEF16	Q5VV41
HGNC:21726	ARHGEF17	Q96PE2
HGNC:17090	ARHGEF18	Q6ZSZ5
HGNC:26604	ARHGEF19	Q8IW93
HGNC:39996	ARHGEF19-AS1	
HGNC:30275	ARHGEF25	Q86VW2
HGNC:24490	ARHGEF26	Q96DR7
HGNC:41048	ARHGEF26-AS1	
HGNC:30322	ARHGEF28	Q8N1W1
HGNC:37252	ARHGEF33	A8MVX0
HGNC:38086	ARHGEF34P	
HGNC:33846	ARHGEF35	A5YM69
HGNC:34430	ARHGEF37	A1IGU5
HGNC:25968	ARHGEF38	Q9NXL2
HGNC:41483	ARHGEF38-IT1	
HGNC:25909	ARHGEF39	Q8N4T4
HGNC:25516	ARHGEF40	Q8TER5
HGNC:11110	ARID1A	O14497
HGNC:18040	ARID1B	Q8NFD5
HGNC:18037	ARID2	Q68CP9
HGNC:3031	ARID3A	Q99856
HGNC:14350	ARID3B	Q8IVW6
HGNC:21209	ARID3C	A6NKF2
HGNC:9885	ARID4A	P29374
HGNC:15550	ARID4B	Q4LE39
HGNC:41407	ARID4B-IT1	
HGNC:17361	ARID5A	Q03989
HGNC:17362	ARID5B	Q14865
HGNC:689	ARIH1	Q9Y4X5
HGNC:690	ARIH2	O95376
HGNC:34425	ARIH2OS	Q8N7S6
HGNC:31732	ARIH2P1	
HGNC:692	ARL1	P40616
HGNC:693	ARL2	P36404
HGNC:49197	ARL2-SNX15	
HGNC:17146	ARL2BP	Q9Y2Y0
HGNC:17742	ARL2BPP1	
HGNC:31036	ARL2BPP2	
HGNC:39447	ARL2BPP3	
HGNC:39448	ARL2BPP4	
HGNC:39449	ARL2BPP5	
HGNC:39450	ARL2BPP6	
HGNC:39451	ARL2BPP7	
HGNC:39452	ARL2BPP8	
HGNC:39453	ARL2BPP9	
HGNC:39454	ARL2BPP10	
HGNC:694	ARL3	P36405
HGNC:695	ARL4A	P40617
HGNC:17741	ARL4AP1	
HGNC:32379	ARL4AP2	
HGNC:698	ARL4C	P56559
HGNC:656	ARL4D	P49703
HGNC:696	ARL5A	Q9Y689
HGNC:43933	ARL5AP1	
HGNC:43937	ARL5AP2	
HGNC:43935	ARL5AP3	
HGNC:43936	ARL5AP4	
HGNC:23052	ARL5B	Q96KC2
HGNC:31111	ARL5C	A6NH57
HGNC:13210	ARL6	Q9H0F7
HGNC:697	ARL6IP1	Q15041
HGNC:23178	ARL6IP1P1	
HGNC:44971	ARL6IP1P2	
