HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:25904	TMTC4	Q5T4D3
HGNC:21709	TMUB1	Q9BVT8
HGNC:28459	TMUB2	Q71RG4
HGNC:15487	TMX1	Q9H3N1
HGNC:30739	TMX2	Q9Y320
HGNC:41992	TMX2-CTNND1	
HGNC:49916	TMX2P1	
HGNC:24718	TMX3	Q96JJ7
HGNC:25237	TMX4	Q9H1E5
HGNC:5318	TNC	P24821
HGNC:11892	TNF	P01375
HGNC:11894	TNFAIP1	Q13829
HGNC:11895	TNFAIP2	Q03169
HGNC:11896	TNFAIP3	P21580
HGNC:11898	TNFAIP6	P98066
HGNC:17260	TNFAIP8	O95379
HGNC:28279	TNFAIP8L1	Q8WVP5
HGNC:26277	TNFAIP8L2	Q6P589
HGNC:20620	TNFAIP8L3	Q5GJ75
HGNC:11916	TNFRSF1A	P19438
HGNC:11917	TNFRSF1B	P20333
HGNC:11918	TNFRSF4	P43489
HGNC:11921	TNFRSF6B	O95407
HGNC:11923	TNFRSF8	P28908
HGNC:11924	TNFRSF9	Q07011
HGNC:11904	TNFRSF10A	O00220
HGNC:11905	TNFRSF10B	O14763
HGNC:11906	TNFRSF10C	O14798
HGNC:11907	TNFRSF10D	Q9UBN6
HGNC:11908	TNFRSF11A	Q9Y6Q6
HGNC:11909	TNFRSF11B	O00300
HGNC:18152	TNFRSF12A	Q9NP84
HGNC:18153	TNFRSF13B	O14836
HGNC:17755	TNFRSF13C	Q96RJ3
HGNC:11912	TNFRSF14	Q92956
HGNC:11913	TNFRSF17	Q02223
HGNC:11914	TNFRSF18	Q9Y5U5
HGNC:11915	TNFRSF19	Q9NS68
HGNC:13469	TNFRSF21	O75509
HGNC:11910	TNFRSF25	Q93038
HGNC:11934	TNFSF4	P23510
HGNC:11938	TNFSF8	P32971
HGNC:11939	TNFSF9	P41273
HGNC:11925	TNFSF10	P50591
HGNC:11926	TNFSF11	O14788
HGNC:11927	TNFSF12	O43508
HGNC:33537	TNFSF12-TNFSF13	
HGNC:11928	TNFSF13	O75888
HGNC:11929	TNFSF13B	Q9Y275
HGNC:11930	TNFSF14	O43557
HGNC:11931	TNFSF15	O95150
HGNC:11932	TNFSF18	Q9UNG2
HGNC:30765	TNIK	Q9UKE5
HGNC:16903	TNIP1	Q15025
HGNC:19118	TNIP2	Q8NFZ5
HGNC:19315	TNIP3	Q96KP6
HGNC:11940	TNK1	Q13470
HGNC:19297	TNK2	Q07912
HGNC:49093	TNK2-AS1	
HGNC:11941	TNKS	O95271
HGNC:19081	TNKS1BP1	Q9C0C2
HGNC:15677	TNKS2	Q9H2K2
HGNC:45173	TNKS2-AS1	
HGNC:17757	TNMD	Q9H2S6
HGNC:22942	TNN	Q9UQP3
HGNC:11943	TNNC1	P63316
HGNC:11944	TNNC2	P02585
HGNC:11945	TNNI1	P19237
HGNC:11946	TNNI2	P48788
HGNC:11947	TNNI3	P19429
HGNC:19661	TNNI3K	Q59H18
HGNC:11948	TNNT1	P13805
HGNC:11949	TNNT2	P45379
HGNC:11950	TNNT3	P45378
HGNC:11951	TNP1	P09430
HGNC:11952	TNP2	Q05952
HGNC:6401	TNPO1	Q92973
HGNC:45120	TNPO1P1	
HGNC:45121	TNPO1P2	
HGNC:50718	TNPO1P3	
HGNC:19998	TNPO2	O14787
HGNC:17103	TNPO3	Q9Y5L0
HGNC:11953	TNR	Q92752
HGNC:41391	TNR-IT1	
HGNC:11969	TNRC6A	Q8NDV7
HGNC:29190	TNRC6B	Q9UPQ9
HGNC:29318	TNRC6C	Q9HCJ0
HGNC:44360	TNRC6C-AS1	
HGNC:11961	TNRC17	
HGNC:11962	TNRC18	O15417
HGNC:43881	TNRC18P1	
HGNC:34014	TNRC18P2	
HGNC:34015	TNRC18P3	
HGNC:11973	TNS1	Q9HBL0
HGNC:19737	TNS2	Q63HR2
HGNC:21616	TNS3	Q68CZ2
HGNC:24352	TNS4	Q8IZW8
HGNC:11975	TNXA	Q16473
HGNC:11976	TNXB	P22105
HGNC:11979	TOB1	P50616
HGNC:44340	TOB1-AS1	
HGNC:11980	TOB2	Q14106
HGNC:13986	TOB2P1	
HGNC:15954	TOE1	Q96GM8
HGNC:16476	TOLLIP	Q9H0E2
HGNC:27403	TOLLIP-AS1	
HGNC:11982	TOM1	O60784
HGNC:11983	TOM1L1	O75674
HGNC:11984	TOM1L2	Q6ZVM7
HGNC:31369	TOMM5	Q8N4H5
HGNC:34528	TOMM6	Q96B49
HGNC:21648	TOMM7	Q9P0U1
HGNC:20947	TOMM20	Q15388
HGNC:33752	TOMM20L	Q6UXN7
HGNC:50518	TOMM20P1	
HGNC:50519	TOMM20P2	
HGNC:50520	TOMM20P3	
HGNC:50522	TOMM20P4	
HGNC:18002	TOMM22	Q9NS69
HGNC:38736	TOMM22P1	
HGNC:38737	TOMM22P2	
HGNC:38739	TOMM22P3	
HGNC:38740	TOMM22P4	
HGNC:38741	TOMM22P5	
HGNC:38742	TOMM22P6	
HGNC:15746	TOMM34	Q15785
HGNC:18001	TOMM40	O96008
HGNC:25756	TOMM40L	Q969M1
HGNC:11985	TOMM70A	O94826
HGNC:7801	TONSL	Q96HA7
HGNC:51556	TONSL-AS1	
HGNC:11986	TOP1	P11387
HGNC:29787	TOP1MT	Q969P6
HGNC:11987	TOP1P1	
HGNC:11988	TOP1P2	
HGNC:11989	TOP2A	P11388
HGNC:11990	TOP2B	Q02880
HGNC:11992	TOP3A	Q13472
HGNC:11993	TOP3B	O95985
HGNC:11994	TOP3BP1	
HGNC:24746	TOPAZ1	Q8N9V7
HGNC:17008	TOPBP1	Q92547
HGNC:21653	TOPORS	Q9NS56
HGNC:31420	TOPORS-AS1	
HGNC:50276	TOPORSLP1	
HGNC:3098	TOR1A	O14656
HGNC:29456	TOR1AIP1	Q5JTV8
HGNC:24055	TOR1AIP2	Q8NFQ8
HGNC:11995	TOR1B	O14657
HGNC:11996	TOR2A	Q5JU69
HGNC:11997	TOR3A	Q9H497
HGNC:25981	TOR4A	Q9NXH8
HGNC:18988	TOX	O94900
HGNC:16095	TOX2	Q96NM4
HGNC:11972	TOX3	O15405
HGNC:20161	TOX4	O94842
HGNC:44009	TOX4P1	
HGNC:11998	TP53	P04637
HGNC:29984	TP53AIP1	Q9HCN2
HGNC:11999	TP53BP1	Q12888
HGNC:12000	TP53BP2	Q13625
HGNC:16328	TP53BP2P1	
HGNC:43652	TP53COR1	
HGNC:19373	TP53I3	Q53FA7
HGNC:16842	TP53I11	O14683
HGNC:25102	TP53I13	Q8NBR0
HGNC:18022	TP53INP1	Q96A56
HGNC:16104	TP53INP2	Q8IXH6
HGNC:16197	TP53RK	Q96S44
HGNC:17026	TP53TG1	Q9Y2A0
HGNC:30759	TP53TG3	Q9ULZ0
HGNC:37202	TP53TG3B	Q9ULZ0
HGNC:42962	TP53TG3C	Q9ULZ0
HGNC:44657	TP53TG3D	Q9ULZ0
HGNC:51816	TP53TG3E	Q9ULZ0
HGNC:51817	TP53TG3F	Q9ULZ0
HGNC:51818	TP53TG3GP	
HGNC:51819	TP53TG3HP	
HGNC:15856	TP53TG5	Q9Y2B4
HGNC:15979	TP63	Q9H3D4
HGNC:12003	TP73	O15350
HGNC:29052	TP73-AS1	Q9UF72
HGNC:12004	TPBG	Q13641
HGNC:44159	TPBGL	P0DKB5
HGNC:18182	TPCN1	Q9ULQ1
HGNC:20820	TPCN2	Q8NHX9
HGNC:12005	TPD52	P55327
HGNC:12006	TPD52L1	Q16890
HGNC:12007	TPD52L2	O43399
HGNC:23382	TPD52L3	Q96J77
HGNC:25058	TPGS1	Q6ZTW0
HGNC:24561	TPGS2	Q68CL5
HGNC:12008	TPH1	P17752
HGNC:20692	TPH2	Q8IWU9
HGNC:12009	TPI1	P60174
HGNC:35449	TPI1P1	
HGNC:38069	TPI1P2	
HGNC:38070	TPI1P3	
HGNC:38071	TPI1P4	
HGNC:17358	TPK1	Q9H3S4
HGNC:12010	TPM1	P09493
HGNC:12011	TPM2	P07951
HGNC:12012	TPM3	P06753
HGNC:16350	TPM3P1	
HGNC:16556	TPM3P2	
HGNC:39166	TPM3P3	
HGNC:39167	TPM3P4	
HGNC:39168	TPM3P5	
HGNC:39169	TPM3P6	
HGNC:39170	TPM3P7	
HGNC:39171	TPM3P8	
HGNC:44142	TPM3P9	
HGNC:12013	TPM4	P67936
HGNC:45234	TPM4P1	
HGNC:12014	TPMT	P51580
HGNC:17490	TPMTP1	
HGNC:44565	TPMTP2	
HGNC:44566	TPMTP3	
HGNC:44567	TPMTP4	
HGNC:12015	TPO	P07202
HGNC:2073	TPP1	O14773
HGNC:12016	TPP2	P29144
HGNC:24164	TPPP	O94811
HGNC:19293	TPPP2	P59282
HGNC:24162	TPPP3	Q9BW30
HGNC:12017	TPR	P12270
HGNC:30413	TPRA1	Q86W33
HGNC:24759	TPRG1	Q6ZUI0
HGNC:42391	TPRG1-AS1	
HGNC:41062	TPRG1-AS2	
HGNC:27007	TPRG1L	Q5T0D9
HGNC:24259	TPRKB	Q9Y3C4
HGNC:44943	TPRKBP1	
HGNC:44944	TPRKBP2	
HGNC:26894	TPRN	Q4KMQ1
HGNC:32174	TPRX1	Q8N7U7
HGNC:32176	TPRX1P1	
HGNC:32175	TPRX2P	
HGNC:32178	TPRXL	Q17RH7
HGNC:12019	TPSAB1	Q15661
HGNC:14120	TPSB2	P20231
HGNC:14118	TPSD1	Q9BZJ3
HGNC:14134	TPSG1	Q9NRR2
HGNC:14182	TPSP1	
HGNC:14136	TPSP2	
HGNC:12020	TPST1	O60507
HGNC:12021	TPST2	O60704
HGNC:44425	TPST2P1	
HGNC:12022	TPT1	P13693
HGNC:43686	TPT1-AS1	
HGNC:16742	TPT1P1	
HGNC:49294	TPT1P2	
HGNC:49295	TPT1P3	
HGNC:49298	TPT1P4	
HGNC:49296	TPT1P5	
HGNC:49297	TPT1P6	
HGNC:49300	TPT1P7	
HGNC:24088	TPT1P8	Q9HAU6
HGNC:49299	TPT1P9	
HGNC:49301	TPT1P10	
HGNC:49302	TPT1P11	
HGNC:49303	TPT1P12	
HGNC:49304	TPT1P13	
HGNC:49305	TPT1P14	
HGNC:12023	TPTE	P56180
HGNC:17299	TPTE2	Q6XPS3
HGNC:35196	TPTE2P1	Q5T6R2
HGNC:38076	TPTE2P2	
HGNC:27345	TPTE2P3	
HGNC:38077	TPTE2P4	
HGNC:42356	TPTE2P5	
HGNC:42644	TPTE2P6	
HGNC:43648	TPTEP1	
HGNC:1249	TPX2	Q9ULW0
HGNC:12027	TRA	
HGNC:34914	TRA-AGC1-1	
HGNC:34654	TRA-AGC2-1	
HGNC:34861	TRA-AGC2-2	
HGNC:34865	TRA-AGC3-1	
HGNC:34605	TRA-AGC4-1	
HGNC:34606	TRA-AGC5-1	
HGNC:34601	TRA-AGC6-1	
HGNC:34653	TRA-AGC7-1	
HGNC:33254	TRA-AGC8-1	
HGNC:34966	TRA-AGC8-2	
HGNC:34718	TRA-AGC9-1	
HGNC:34992	TRA-AGC9-2	
HGNC:34690	TRA-AGC10-1	
HGNC:33253	TRA-AGC11-1	
HGNC:34937	TRA-AGC12-1	
HGNC:34894	TRA-AGC12-2	
HGNC:34667	TRA-AGC12-3	
HGNC:34980	TRA-AGC13-1	
HGNC:34619	TRA-AGC13-2	
HGNC:34926	TRA-AGC14-1	
HGNC:34679	TRA-AGC15-1	
HGNC:34879	TRA-AGC16-1	
HGNC:34921	TRA-AGC17-1	
HGNC:34909	TRA-AGC18-1	
HGNC:34775	TRA-AGC18-2	
HGNC:34809	TRA-AGC19-1	
HGNC:34678	TRA-AGC20-1	
HGNC:34755	TRA-AGC21-1	
HGNC:35004	TRA-AGC22-1	
HGNC:35040	TRA-AGC23-1	
HGNC:34875	TRA-CGC1-1	
HGNC:34969	TRA-CGC2-1	
HGNC:34580	TRA-CGC3-1	
HGNC:34592	TRA-CGC4-1	
HGNC:34963	TRA-CGC5-1	
HGNC:34711	TRA-TGC1-1	
HGNC:34676	TRA-TGC2-1	
HGNC:34795	TRA-TGC3-1	
HGNC:34846	TRA-TGC3-2	
HGNC:34907	TRA-TGC4-1	
HGNC:34625	TRA-TGC5-1	
HGNC:34642	TRA-TGC6-1	
HGNC:12098	TRA-TGC7-1	
HGNC:34819	TRA-TGC8-1	
HGNC:35106	TRA-TGC9-1	
HGNC:35041	TRA-TGC10-1	
HGNC:16645	TRA2A	Q13595
HGNC:10781	TRA2B	P62995
HGNC:28805	TRABD	Q9H4I3
HGNC:27013	TRABD2A	Q86V40
HGNC:44200	TRABD2B	A6NFA1
HGNC:12029	TRAC	P01848
HGNC:12030	TRADD	Q15628
HGNC:12031	TRAF1	Q13077
HGNC:12032	TRAF2	Q12933
HGNC:12033	TRAF3	Q13114
HGNC:17861	TRAF3IP1	Q8TDR0
HGNC:1343	TRAF3IP2	O43734
HGNC:40005	TRAF3IP2-AS1	
HGNC:30766	TRAF3IP3	Q9Y228
HGNC:12034	TRAF4	Q9BUZ4
HGNC:12035	TRAF5	O00463
HGNC:12036	TRAF6	Q9Y4K3
HGNC:45032	TRAF6P1	
HGNC:20456	TRAF7	Q6Q0C0
HGNC:24808	TRAFD1	O14545
HGNC:30764	TRAIP	Q9BWF2
HGNC:12037	TRAJ1	
HGNC:12048	TRAJ2	
HGNC:12059	TRAJ3	
HGNC:12070	TRAJ4	
HGNC:12081	TRAJ5	
HGNC:12092	TRAJ6	
HGNC:12095	TRAJ7	
HGNC:12096	TRAJ8	
HGNC:12097	TRAJ9	
HGNC:12038	TRAJ10	
HGNC:12039	TRAJ11	
HGNC:12040	TRAJ12	
HGNC:12041	TRAJ13	
HGNC:12042	TRAJ14	
HGNC:12043	TRAJ15	
HGNC:12044	TRAJ16	
HGNC:12045	TRAJ17	
HGNC:12046	TRAJ18	
HGNC:12047	TRAJ19	
HGNC:12049	TRAJ20	
HGNC:12050	TRAJ21	
HGNC:12051	TRAJ22	
HGNC:12052	TRAJ23	
HGNC:12053	TRAJ24	
HGNC:12054	TRAJ25	
HGNC:12055	TRAJ26	
HGNC:12056	TRAJ27	
HGNC:12057	TRAJ28	
HGNC:12058	TRAJ29	
HGNC:12060	TRAJ30	
HGNC:12061	TRAJ31	
HGNC:12062	TRAJ32	
HGNC:12063	TRAJ33	
HGNC:12064	TRAJ34	
HGNC:12065	TRAJ35	
HGNC:12066	TRAJ36	
HGNC:12067	TRAJ37	
HGNC:12068	TRAJ38	
HGNC:12069	TRAJ39	
HGNC:12071	TRAJ40	
HGNC:12072	TRAJ41	
HGNC:12073	TRAJ42	
HGNC:12074	TRAJ43	
HGNC:12075	TRAJ44	
HGNC:12076	TRAJ45	
HGNC:12077	TRAJ46	
HGNC:12078	TRAJ47	
HGNC:12079	TRAJ48	
HGNC:12080	TRAJ49	
HGNC:12082	TRAJ50	
HGNC:12083	TRAJ51	
HGNC:12084	TRAJ52	
HGNC:12085	TRAJ53	
HGNC:12086	TRAJ54	
HGNC:12087	TRAJ55	
HGNC:12088	TRAJ56	
HGNC:12089	TRAJ57	
HGNC:12090	TRAJ58	
HGNC:12091	TRAJ59	
HGNC:12093	TRAJ60	
HGNC:12094	TRAJ61	
HGNC:29947	TRAK1	Q9UPV9
HGNC:13206	TRAK2	O60296
HGNC:20568	TRAM1	Q15629
HGNC:28371	TRAM1L1	Q8N609
HGNC:16855	TRAM2	Q15035
HGNC:48663	TRAM2-AS1	
HGNC:29011	TRANK1	O15050
HGNC:16264	TRAP1	Q12931
HGNC:19894	TRAPPC1	Q9Y5R8
HGNC:23068	TRAPPC2	P0DI81
HGNC:10710	TRAPPC2B	P0DI82
HGNC:30887	TRAPPC2L	Q9UL33
HGNC:10711	TRAPPC2P2	
HGNC:10712	TRAPPC2P3	
HGNC:10713	TRAPPC2P4	
HGNC:10714	TRAPPC2P5	
HGNC:10715	TRAPPC2P6	
HGNC:10716	TRAPPC2P7	
HGNC:37731	TRAPPC2P8	
HGNC:37733	TRAPPC2P9	
HGNC:37732	TRAPPC2P10	
HGNC:19942	TRAPPC3	O43617
HGNC:21090	TRAPPC3L	Q5T215
HGNC:19943	TRAPPC4	Q9Y296
HGNC:23067	TRAPPC5	Q8IUR0
HGNC:23069	TRAPPC6A	O75865
HGNC:23066	TRAPPC6B	Q86SZ2
HGNC:29169	TRAPPC8	Q9Y2L5
HGNC:30832	TRAPPC9	Q96Q05
HGNC:11868	TRAPPC10	P48553
HGNC:25751	TRAPPC11	Q7Z392
HGNC:24284	TRAPPC12	Q8WVT3
HGNC:41046	TRAPPC12-AS1	
HGNC:25828	TRAPPC13	A5PLN9
HGNC:50347	TRAPPC13P1	
HGNC:30698	TRAT1	Q6PIZ9
HGNC:12101	TRAV1-1	
HGNC:12102	TRAV1-2	
HGNC:12116	TRAV2	
HGNC:12128	TRAV3	
HGNC:12140	TRAV4	
HGNC:12143	TRAV5	
HGNC:12144	TRAV6	
HGNC:12145	TRAV7	
HGNC:12146	TRAV8-1	
HGNC:12147	TRAV8-2	
HGNC:12148	TRAV8-3	
HGNC:12149	TRAV8-4	
HGNC:12150	TRAV8-5	
HGNC:12151	TRAV8-6	
HGNC:12152	TRAV8-7	
HGNC:12153	TRAV9-1	
HGNC:12154	TRAV9-2	
HGNC:12103	TRAV10	
HGNC:12104	TRAV11	
HGNC:12105	TRAV12-1	
HGNC:12106	TRAV12-2	
HGNC:12107	TRAV12-3	
HGNC:12108	TRAV13-1	
HGNC:12109	TRAV13-2	
HGNC:12110	TRAV14DV4	
HGNC:12111	TRAV15	
HGNC:12112	TRAV16	
HGNC:12113	TRAV17	
HGNC:12114	TRAV18	
HGNC:12115	TRAV19	
HGNC:12117	TRAV20	
HGNC:12118	TRAV21	
HGNC:12119	TRAV22	
HGNC:12120	TRAV23DV6	
HGNC:12121	TRAV24	
HGNC:12122	TRAV25	
HGNC:12123	TRAV26-1	
HGNC:12124	TRAV26-2	
HGNC:12125	TRAV27	
HGNC:12126	TRAV28	
HGNC:12127	TRAV29DV5	
HGNC:12129	TRAV30	
HGNC:12130	TRAV31	
HGNC:12131	TRAV32	
HGNC:12132	TRAV33	
HGNC:12133	TRAV34	
HGNC:12134	TRAV35	
HGNC:12135	TRAV36DV7	
HGNC:12136	TRAV37	
HGNC:12137	TRAV38-1	
HGNC:12138	TRAV38-2DV8	
HGNC:12139	TRAV39	
HGNC:12141	TRAV40	
HGNC:12142	TRAV41	
HGNC:12155	TRB	
HGNC:12156	TRBC1	P01850
HGNC:12157	TRBC2	A0A5B9
HGNC:12158	TRBD1	
HGNC:12159	TRBD2	
HGNC:12162	TRBJ1-1	
HGNC:12163	TRBJ1-2	
HGNC:12164	TRBJ1-3	
HGNC:12165	TRBJ1-4	
HGNC:12166	TRBJ1-5	
HGNC:12167	TRBJ1-6	
HGNC:12168	TRBJ2-1	
HGNC:12169	TRBJ2-2	
HGNC:12170	TRBJ2-2P	
HGNC:12171	TRBJ2-3	
HGNC:12172	TRBJ2-4	
HGNC:12173	TRBJ2-5	
HGNC:12174	TRBJ2-6	
HGNC:12175	TRBJ2-7	
HGNC:12176	TRBV1	
HGNC:12195	TRBV2	
HGNC:12212	TRBV3-1	
HGNC:12213	TRBV3-2	
HGNC:12215	TRBV4-1	
HGNC:12216	TRBV4-2	
HGNC:12217	TRBV4-3	
HGNC:12218	TRBV5-1	
HGNC:12219	TRBV5-2	
HGNC:12220	TRBV5-3	
HGNC:12221	TRBV5-4	
HGNC:12222	TRBV5-5	
HGNC:12223	TRBV5-6	
HGNC:12224	TRBV5-7	
HGNC:12225	TRBV5-8	
HGNC:12226	TRBV6-1	
HGNC:12227	TRBV6-2	
HGNC:12228	TRBV6-3	
HGNC:12229	TRBV6-4	
HGNC:12230	TRBV6-5	
HGNC:12231	TRBV6-6	
HGNC:12232	TRBV6-7	
HGNC:12233	TRBV6-8	
HGNC:12234	TRBV6-9	
HGNC:12235	TRBV7-1	
HGNC:12236	TRBV7-2	
HGNC:12237	TRBV7-3	
HGNC:12238	TRBV7-4	
HGNC:12239	TRBV7-5	
HGNC:12240	TRBV7-6	
HGNC:12241	TRBV7-7	
HGNC:12242	TRBV7-8	
HGNC:12243	TRBV7-9	
HGNC:12244	TRBV8-1	
HGNC:12245	TRBV8-2	
HGNC:12246	TRBV9	
HGNC:12177	TRBV10-1	
HGNC:12178	TRBV10-2	
HGNC:12179	TRBV10-3	
HGNC:12180	TRBV11-1	
HGNC:12181	TRBV11-2	
HGNC:12182	TRBV11-3	
HGNC:12183	TRBV12-1	
HGNC:12184	TRBV12-2	
HGNC:12185	TRBV12-3	P01733
HGNC:12186	TRBV12-4	
HGNC:12187	TRBV12-5	
HGNC:12188	TRBV13	
HGNC:12189	TRBV14	
HGNC:12190	TRBV15	
HGNC:12191	TRBV16	
HGNC:12192	TRBV17	
HGNC:12193	TRBV18	
HGNC:12194	TRBV19	
HGNC:12196	TRBV20-1	
HGNC:12197	TRBV20OR9-2	
HGNC:12198	TRBV21-1	
HGNC:12199	TRBV21OR9-2	
HGNC:12200	TRBV22-1	
HGNC:18740	TRBV22OR9-2	
HGNC:12201	TRBV23-1	
HGNC:12202	TRBV23OR9-2	
HGNC:12203	TRBV24-1	
HGNC:12204	TRBV24OR9-2	
HGNC:12205	TRBV25-1	
HGNC:12206	TRBV25OR9-2	
HGNC:12207	TRBV26	
HGNC:15485	TRBV26OR9-2	
HGNC:12208	TRBV27	
HGNC:12209	TRBV28	
HGNC:12210	TRBV29-1	
HGNC:12211	TRBV29OR9-2	
HGNC:12214	TRBV30	
HGNC:12247	TRBVA	
HGNC:18741	TRBVAOR9-2	
HGNC:12248	TRBVB	
HGNC:50321	TRBVC	
HGNC:35083	TRC-ACA1-1	
HGNC:34706	TRC-GCA1-1	
HGNC:34611	TRC-GCA2-1	
HGNC:34666	TRC-GCA2-2	
HGNC:34983	TRC-GCA2-3	
HGNC:34760	TRC-GCA2-4	
HGNC:34658	TRC-GCA3-1	
HGNC:34650	TRC-GCA4-1	
HGNC:34717	TRC-GCA5-1	
HGNC:34741	TRC-GCA6-1	
HGNC:38575	TRC-GCA7-1	
HGNC:34927	TRC-GCA8-1	
HGNC:34813	TRC-GCA9-1	
HGNC:34982	TRC-GCA9-2	
HGNC:34944	TRC-GCA9-3	
HGNC:34947	TRC-GCA9-4	
HGNC:34871	TRC-GCA10-1	
HGNC:34566	TRC-GCA11-1	
HGNC:34634	TRC-GCA12-1	
HGNC:34925	TRC-GCA13-1	
HGNC:35005	TRC-GCA14-1	
HGNC:34830	TRC-GCA15-1	
HGNC:34708	TRC-GCA16-1	
HGNC:34855	TRC-GCA17-1	
HGNC:34608	TRC-GCA18-1	
HGNC:34739	TRC-GCA19-1	
HGNC:34923	TRC-GCA20-1	
HGNC:34943	TRC-GCA21-1	
HGNC:34588	TRC-GCA22-1	
HGNC:34757	TRC-GCA23-1	
HGNC:12250	TRC-GCA24-1	
HGNC:35017	TRC-GCA25-1	
HGNC:12252	TRD	
HGNC:34770	TRD-GTC1-1	
HGNC:34981	TRD-GTC2-1	
HGNC:34798	TRD-GTC2-2	
HGNC:34856	TRD-GTC2-3	
HGNC:34696	TRD-GTC2-4	
HGNC:34682	TRD-GTC2-5	
HGNC:34802	TRD-GTC2-6	
HGNC:34911	TRD-GTC2-7	
HGNC:34915	TRD-GTC2-8	
HGNC:34951	TRD-GTC2-9	
HGNC:34720	TRD-GTC2-10	
HGNC:34858	TRD-GTC2-11	
HGNC:34763	TRD-GTC3-1	
HGNC:34551	TRD-GTC4-1	
HGNC:34620	TRD-GTC5-1	
HGNC:34712	TRD-GTC6-1	
HGNC:34647	TRD-GTC7-1	
HGNC:35000	TRD-GTC8-1	
HGNC:12251	TRD-GTC9-1	
HGNC:35070	TRD-GTC10-1	
HGNC:12253	TRDC	B7Z8K6
HGNC:12254	TRDD1	
HGNC:12255	TRDD2	
HGNC:12256	TRDD3	
HGNC:12257	TRDJ1	
HGNC:12258	TRDJ2	
HGNC:12259	TRDJ3	
HGNC:12260	TRDJ4	
HGNC:2977	TRDMT1	O14717
HGNC:12261	TRDN	Q13061
HGNC:12262	TRDV1	
HGNC:12263	TRDV2	
HGNC:12264	TRDV3	
HGNC:34952	TRE-CTC1-1	
HGNC:34651	TRE-CTC1-2	
HGNC:34953	TRE-CTC1-3	
HGNC:34822	TRE-CTC1-4	
HGNC:34576	TRE-CTC1-5	
HGNC:34583	TRE-CTC1-6	
HGNC:34832	TRE-CTC1-7	
HGNC:34978	TRE-CTC2-1	
HGNC:34564	TRE-CTC3-1	
HGNC:35081	TRE-CTC4-1	
HGNC:34799	TRE-CTC5-1	
HGNC:34986	TRE-CTC6-1	
HGNC:35065	TRE-CTC7-1	
HGNC:34603	TRE-CTC8-1	
HGNC:35069	TRE-CTC9-1	
HGNC:35109	TRE-CTC10-1	
HGNC:35061	TRE-CTC11-1	
HGNC:35010	TRE-CTC12-1	
HGNC:35031	TRE-CTC13-1	
HGNC:35020	TRE-CTC14-1	
HGNC:35104	TRE-CTC15-1	
HGNC:35105	TRE-CTC16-1	
HGNC:34675	TRE-CTC17-1	
HGNC:35067	TRE-CTC18-1	
HGNC:34901	TRE-TTC1-1	
HGNC:34987	TRE-TTC1-2	
HGNC:34589	TRE-TTC2-1	
HGNC:34622	TRE-TTC2-2	
HGNC:12265	TRE-TTC3-1	
HGNC:38581	TRE-TTC4-1	
HGNC:34976	TRE-TTC4-2	
HGNC:34590	TRE-TTC5-1	
HGNC:35037	TRE-TTC6-1	
HGNC:35028	TRE-TTC7-1	
HGNC:34627	TRE-TTC8-1	
HGNC:35093	TRE-TTC9-1	
HGNC:35025	TRE-TTC10-1	
HGNC:34691	TRE-TTC11-1	
HGNC:34557	TRE-TTC12-1	
HGNC:34613	TRE-TTC13-1	
HGNC:35058	TRE-TTC14-1	
HGNC:35057	TRE-TTC15-1	
HGNC:34773	TRE-TTC16-1	
HGNC:12266	TREH	O43280
HGNC:51907	TREHP1	
HGNC:17760	TREM1	Q9NP99
HGNC:17761	TREM2	Q9NZC2
HGNC:20434	TREML1	Q86YW5
HGNC:21092	TREML2	Q5T2D2
HGNC:30806	TREML3P	
HGNC:30807	TREML4	Q6UXN2
HGNC:30808	TREML5P	
HGNC:18273	TRERF1	Q96PN7
HGNC:44307	TRERNA1	
HGNC:12269	TREX1	Q9NSU2
HGNC:12270	TREX2	Q9BQ50
HGNC:34984	TRF-GAA1-1	
HGNC:33259	TRF-GAA1-2	
HGNC:34814	TRF-GAA1-3	
HGNC:34873	TRF-GAA1-4	
HGNC:34699	TRF-GAA1-5	
HGNC:34817	TRF-GAA1-6	
HGNC:33255	TRF-GAA2-1	
HGNC:34732	TRF-GAA3-1	
HGNC:34859	TRF-GAA4-1	
HGNC:34707	TRF-GAA5-1	
HGNC:34825	TRF-GAA6-1	
HGNC:34990	TRF-GAA7-1	
HGNC:35016	TRF-GAA8-1	
HGNC:35110	TRF-GAA9-1	
HGNC:35072	TRF-GAA10-1	
HGNC:35045	TRF-GAA11-1	
HGNC:35044	TRF-GAA12-1	
HGNC:12271	TRG	
HGNC:48974	TRG-AS1	
HGNC:38580	TRG-CCC1-1	
HGNC:34864	TRG-CCC1-2	
HGNC:14183	TRG-CCC2-1	
HGNC:34794	TRG-CCC2-2	
HGNC:34841	TRG-CCC3-1	
HGNC:35059	TRG-CCC4-1	
HGNC:34604	TRG-CCC5-1	
HGNC:35073	TRG-CCC6-1	
HGNC:35030	TRG-CCC7-1	
HGNC:50798	TRG-CCC8-1	
HGNC:34934	TRG-GCC1-1	
HGNC:34815	TRG-GCC1-2	
HGNC:34793	TRG-GCC1-3	
HGNC:34722	TRG-GCC1-4	
HGNC:34850	TRG-GCC1-5	
HGNC:34948	TRG-GCC2-1	
HGNC:34533	TRG-GCC2-2	
